opinion,user_description,review
Opinión sobre BBVA,"En estos tiempos que corren cobrar esas comisiones abusivas por tener una cuenta  con ello es de usura y rastreros , sacar dinero de las personas mas necesitadas no tiene nombre.Encima luego sacan pecho de los miles de millones que ganan cada mes espero que algún día quiebren",1.0
Opinión sobre Cuenta Online Sin Comisiones,"La atención es lenta, poco operativa, la oficina es un agobio... una de las peores oficinas de banco en las que he tenido que hacer trámites.",1.0
Opinión sobre BBVA,Ya era cliente cuando la entidad era Caixa Catalunya. Solo pisé las oficinas una vez en el año 2015. Desde que desapareció por absorción de BBVA se han dedicado a cerrar sucursales y despedir a empleados. Desde principios de este año han cambiado las condiciones sin avisar y cobran comisión de mantenimiento por libreta de 5 € excepto mayores de 65 años. Estoy muy decepcionado con esta entidad bancaria que se dedica a **** descaradamente.,5.0
Opinión sobre Tarjeta Virtual,yo no pedi la carencia,5.0
Opinión sobre BBVA,Hoy tengo que ingresar me dicen se me paso el horario de caja era asta las 11 y lis dajeros uno a tope y el otro fuera servicio .cuando llegue al cajero no funcionaba tampoko nada sacare la nomina,1.0
Opinión sobre BBVA,"Cuando inicia la videollamada, la gestora me dice que tiene que rechazar mi solicitud porque no pueden comprobar mi identidad al no tener el DNI Español o la TIE. Resido en España desde 2004, tengo NIE y pasaporte italiano. Entiendo que por el COVID no puedan enviar un mensajero, pero es una vergüenza que un banco como el BBVA no pueda confirmar mi identidad por videollamda en pleno siglo 21 cuando otros sí lo hacen. Ofrecen algo que no pueden dar a todos los residentes. Indignante..",1.0
Opinión sobre BBVA,El BBVA es el mejor banco del mundo mundial y me explicaré. ⚽️🦌🙊🙊♿♿🥰.Hace 50 años SÓLO soy cliente del BBVA y caixabank. 😂Los 2 son buenas entidades. Me gustaría poder tener el doble de dinero. 🥰.Pero el POCO que tengo. Está en acciones. Fondos de INVERSIÓN. Y RENTAS vitalicias. 🙊POCO pero bien invertido salutacions y endevant les DESTRALS visca el BBVA y caixabank.,1.0
Opinión sobre BBVA,satisfecha . la uso para comprar en amazon y en shein y esas tiendas para mas seguridad ademas no me cobran por recargarla,1.0
Opinión sobre BBVA,En nuestro caso que somos una empresa no nos atienden básicamente. Te dan un número al que llamar y un correo de una persona que es tu gestor y que no se encuentra nunca en la oficina con lo que es imposible ir en persona a hablar con ella una vez que no te atienden en los medios que te dan. Tu oficina se desentiende puesto que ya tienes un Gestor. Justo el servicio que necesita una Pyme. Ya de las comisiones no hablamos. Cambian los contratos caducan condiciones y no te avisan...todo bien,1.0
Opinión sobre BBVA,Mal no lo siguiente.,1.0
Opinión sobre BBVA,Cliente de bbva desde que era argentaria. El 17 de junio me encuentro una comisión de 380€. Aún sin respuesta por parte de atención al cliente. Soy autónomo.,1.0
Opinión sobre Cuenta Online Sin Comisiones,"No es lo mismo ser un Banco grande que un gran Banco. No me fío de su palabra, cambian las condiciones sin previo aviso y comisiones de mantenimiento por lo que estiman oportuno.
Su entidad no me inspira confianza.
Saludos cordiales",1.0
Opinión sobre BBVA,"Desde 2013 con ellos y tengo una absoluta ****. Tenía dos cuentas, ninguna de ellas con comisiones, pero hace una semana me cobraron 92€ por liquidación de intereses y gastos, todo ello de tan solo 6 meses, son una **** porque, a mi entender, esto es robar a vuestros clientes. Por supuesto, me he dado de baja de dicha cuenta y estoy buscando otro banco para quitar la cuenta que me queda con nómina. Mi consejo es que no abráis ninguna cuenta con este banco.",1.0
Opinión sobre BBVA,"Intento desde hace dos horas hsblar con alguien de atencion al cliente y nada.
Es muy urgente para mi, pero a ellos le da igual.",1.0
Opinión sobre BBVA,"Desde el año 2020 se esta perdiendo el termino Banco.....que es guardar tu dinero para que te lo custodien.El ciudadano es el que manda y parte el ""bacalao"" no los Bancos.De lo contrario en un futuro,nadie guardara sus ahorros en los Bancos.Que conste que el ciudadano manda y puede hacer mucho daño....el mango de la sarten lo tenemos el pueblo",1.0
Opinión sobre BBVA,Más de 20 días llevo esperando a que verifiquen mis datos y activen mi usuario para la cuenta online y eso que dice que se tarda 10 minutos en tenerla,5.0
Opinión sobre BBVA,Vergonzoso q te cobren más de 100e de comisiones cada 6 meses después de 30 de ser cliente e decidido cambiar de banco son unos ****,1.0
Opinión sobre BBVA,"No se hagan cuenta en este banco. Me han cobrado 170 euros de comisión en un año y no solo con eso, no me responden a los mensajes, 0 asistencia y ****. No se les ocurra o se arrepentirán. Oficina avenida miraflores en hospitalet de llobregat",1.0
Opinión sobre BBVA,"Fatal, tengo la cuenta, para pago de nomina, hace 3 años, y tras todo el caos que hemos tenido por covid, y la falta de ingresos, veo que me han descontado  111€ sin precio aviso. Pero de que me sorprendo si es un BANCO y nunca va a perder.",1.0
Opinión sobre Oficina 3564 en Sant Joan de Vilatorrada,"Hola. Le hago llegar a cualquier interesado en conocer sobre este banco. ""Son ****de cuello y corbata"".Me cobran unas comisiones que trabajo para ellos. ****. Te plantean una cosa luego te aplican unas de sus maniobras para cobrarte .No le interesa si eres pobre ni tu familia. No le recomiendo a nadie que trabaje honradamente por los míseros salarios que ya tenemos a caer en manos de estos ****.De corazón y sin temor a equivocarme",1.0
Opinión sobre BBVA,"Sigo comentario snterior, saco turno después que no logré hablar con nadie que no sea una máquina y el turno me encuentro que no tiene horario vas a la hora que querés solo en el día que sacaste, que lograron una TERRIBLE COLA !!!! cómo termina la historia por fin nos atiende un ser humano muy fría y con ganas de no atender y nos dice yo no te puedo ayudar tenés que ir a tu sucursal GENTE NO CONSIDEREN ESTE BANCO ES LO PEOR QUE TE PUEDE PASAR, DE TERROR !!!!",1.0
Opinión sobre BBVA,"El peor banco lejos, con el tema del covid no  te atienden en ningún tel solo una máquina que te dice que por el problema bla bla bla no te pueden atender telefonicamente' mandas mail NO CONTESTAN !!! Escribís por face NO CONTESTAN!!! cansado que no contesten saque un turno en la sucursal Adrogué aunque mi socursal madre es la de caballito por tener el local ahí actualmente cerrado por el covid, para que la gente no se trasladen en la tv dijeron que te podían atender en cualquier sucursal, ....",1.0
Opinión sobre BBVA,"El horario de caja que mantiene la oficina principal de Ciudad Real es una vergüenza y esta generando una indignación en los clientes que van a la oficina. Nos han impuesto un horario de caja de 8'30 a 11 de la mañana y es muy posible que aunque este haciendo cola en la calle dentro de ese horario no te atiendan ese día.
Creo que el trato a los clientes es vergonzoso y están generando un odio a la entidad que si pueden les alentara para cancelar las cuentas. ¡Hay mas bancos y no tan altivos!",2.0
Opinión sobre BBVA,"Dejan a una sola persona para atender Covid **** que tiene que tragar con todo, el pobres y los de arriba trató es asqueroso sin empatía ni ganas de trabajar. El recepcionista **** pelota del directorio le tapa la ****",1.0
Opinión sobre BBVA,17 años con ellos y cada vez peor eso si para los clientes nuevos que quieren captar no le cobran comisiones y uno tanto tiempo 100 euros de mantenimiento lo único bueno la aplicacion,1.0
Opinión sobre BBVA,"Un ""servicio"" cada día peor.Anuncian la mejor banca online.Olvidandose de las Personas.Fui a mí oficina de toda la vida, para una consulta y casi me sacan de la oficina.Diciendome que no me pueden atender, Tiene que ser,atraves de mi gestora online.Vaya un cuento y para Mí un mal ""servicio"" .
Se me olvidaba, como cada vez huso menos.Me han contado 117€ de Mantenimiento.Pongo 1 estrella, porque no puede menos.",1.0
Opinión sobre BBVA,"Tras años de usuaria, estoy muy decepcionada porque tras haber estado en un ERTE 3 meses, como la mayoría de los españoles, BBVA ha decidido que no tengo nómina domiciliada, y que me iba a cobrar todas las comisiones posibles. En 3 días me han cobrado un total de 208€ por liquidación de intereses y comisiones. Me parece una barbaridad!! La nómina no ha entrado por la situación excepcional, y al tercer mes recibí el pago total del SEPE. Aún estoy a la espera de que digan si me lo reembolsan o no.",1.0
Opinión sobre Hipoteca Fija MUFACE BBVA,"Tengo esta cuenta desde hace años y empece sin comisiones, y ahora como tanto españoles me encuentro sin ingresos debido a la situación actual y han decido cobrarme una comisión de 105€ por mantenimiento de cuenta. Cuando vas a tu oficina te dice:""Si no tienes dinero no tengas cuenta"". Un trato vergonzoso hacia el cliente. Menos mal que iban a ser comprensivos con la situación actual de los clientes.",4.0
Opinión sobre BBVA,Tengo solo la hipoteca y un ingreso mensual Y lo estoy teniendo muy difícil contactar con ellos para que lo quiten Cobrarlo es muy fácil Quitarlo de momento no he conseguido nada,1.0
Opinión sobre BBVA,"Empecé en BBVA con una cuenta sin comisiones. A los 7 meses me llegó un cargo por Comisiones de 80 euros, cuando reclamo me dicen que me habían cambiado el tipo de cuenta hace 4 meses, nunca me avisaron, ni una alerta ni nada, de hecho aún cuando paso la tarjeta me dice que pertenece al tipo de cuenta que según ellos cambió. Es una ****, ojalá que no le pasen a otros, por mi parte todo el dinero que tengo en la cuenta lo voy a utilizar para abogados y demandarlos junto a otras 20 personas.",1.0
Opinión sobre BBVA,"menos mal que iban a ayudar en esta epoca de pandemia (es ironia). nos han cobrado una comision de 127 € por que me han mandado a al erte y la seguridad social me ha tardado 3 meses en pagar, les llamo , les cuento el caso y les da igual, como en marzo y abril no ha habido nomina pues toma comision que ta clavan... una verguenza me cambio de banco seguro.",1.0
Opinión sobre BBVA,"Condiciones mejoradas y proceso relativamente ágil, recomendado para quien tenga acceso.",1.0
Opinión sobre BBVA,es el peor banco con el que he tratado. tanto humano y ahora con esta situación no tiene nombre.,1.0
Opinión sobre Oficina 0873 en Parla,"Si quieres que te manipulen y serian mientras te saquean.Son un crac .No lo recomiendo para gente humilde trabajadora..Y para gente con mucha pasta....¿o..o? ¡uuu!""Cuidado""No son de fiar",1.0
Opinión sobre BBVA,"""Es considerado el sexto banco más rentable de Europa "" ¡Para ellos claro! para la mayoría  de los que somos o hemos sido clientes ,se nos ocurren unos adjetivos que califican muy bien a esta organización bancaria.No cuidan al cliente lo sangran.Hasta que el cliente se cansa y se marcha.Te cobran comisiones  cuando les da la gana¡Eso si! siempre tienen la escusa preparada.Y uno in luso entras por sus nuevas condiciones y te llevan cada vez mas a su terreno para seguir sangrandote.valoracion -50",1.0
Opinión sobre Cuenta Online Sin Comisiones,"En abril 10 dias para activar un servicio que desactivaron sin previo aviso y el cual me dicen que he de actovar mensualmente.En mayo 15 dias para lo mismo. Ahora llevo 4 dias esperando contestacion, he llamado en infinidad de veces causando unos costes elevadisimos en la factura y me parece que van por el mismo camino. 
Cabreada no, lo siguiente.  Pesima atencion al cliente por gestor app",5.0
Opinión sobre BBVA,"Unos **** sabiendo que estaba en un erte y que no habia cobrado aun me clava 97€ de comisiiones por no meter la nomina ese trimestre marzo abril y mayo .les digo que esos meses no tengo nomina y que la ss no me ha pagado ,les da absolutamente igual",5.0
Opinión sobre BBVA,"No se puede atender peor, ****, es una pena que no se den cuenta que se juegan el puesto de trabajo, desde luego sera mejor hacer gestiones en un puesto automático que con gente así. Después de 2 horas de cola me dejan en la puerta (literal), pero eso si, no dejan pasar su media hora de tomar café!!!!!!!! Ojalá donde vayan les atiendan tan bien como ellos hacen!!!!!! Una persona dejan pasar cada 15 minutos solo por ser ineptos, no por seguridad, por favor formen a sus empleados.",1.0
Opinión sobre Préstamo Coche Ecológico,"Oficina **** Buzon lleno no te puede citar Pago de recibos M y J de 8.30 a 10.30 del 12 al 20. Todavía no piden certificado médico ni de buena conducta Ah se me olvidaba , no puedes pagar con dinero (ni con falso ni de curso legal tampoco) Dicen que son un banco y que que es eso de ingresar o sacar dinero Que vaya si quiero a la frutería En fin , todo un despropósito, eso sí para la mejora del servicio y la mayor satisfacción del usuario",5.0
Opinión sobre BBVA,Yo no entiendo porque tantos comentarios negativos llegó con ellos 3 semanas y de momentos todo bien la tarjeta me llegó en una semana ya la tengo activada y el proceso de alta bastante rápido en menos de 5 horas tenía la cuenta activada y todo perfecto rápido y sin salir de casa,1.0
